,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Date,Ad Name,Date première diffusion,Date dernière diffusion,Durée (jour),SUM de Impr,SUM de Cost,SUM de Clic,Signup,Total 2-sec views,Total Install,Total Signup,,,,,,,,,,,
2026-01-16,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,350 023,446,802,134,109 906,94,40,,,,,,,,,,,
2026-01-16,#CapCut,01/01,16/02,47,247 091,324,875,105,37 086,60,45,,,,,,,,,,,
2026-01-16,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,159 667,212,398,56,37 056,38,18,,,,,,,,,,,
2026-01-16,_001,04/01,03/04,93,136 000,164,284,50,25 888,35,15,,,,,,,,,,,
2026-01-16,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,90 606,127,288,28,21 502,22,6,,,,,,,,,,,
2026-01-16,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,75 834,76,227,19,12 381,12,7,,,,,,,,,,,
2026-01-16,7592953639335034888,09/01,03/02,26,57 033,73,150,23,11 100,14,9,,,,,,,,,,,
2026-01-16,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,16 034,16,18,2,3 951,1,1,,,,,,,,,,,
2026-01-16,@Ornikar #ornikar,09/01,13/02,36,8 231,13,22,2,1 528,1,1,,,,,,,,,,,
2026-01-17,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,455 551,700,1 160,131,86 449,87,44,,,,,,,,,,,
2026-01-17,Allons pour le permis en 2026,09/01,16/04,98,361 925,555,989,131,63 588,83,48,,,,,,,,,,,
2026-01-17,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,317 514,389,806,98,96 411,65,33,,,,,,,,,,,
2026-01-17,#CapCut,01/01,16/02,47,233 068,315,891,118,34 322,73,45,,,,,,,,,,,
2026-01-17,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,126 603,171,329,37,30 177,27,10,,,,,,,,,,,
2026-01-17,_001,04/01,03/04,93,131 141,155,287,43,23 984,33,10,,,,,,,,,,,
2026-01-17,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,107 782,150,373,32,26 896,23,9,,,,,,,,,,,
2026-01-17,7592953639335034888,09/01,03/02,26,53 634,70,127,13,9 891,10,3,,,,,,,,,,,
2026-01-17,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,57 024,65,157,25,9 182,15,10,,,,,,,,,,,
2026-01-17,@Ornikar #ornikar,09/01,13/02,36,7 761,13,19,4,1 294,3,1,,,,,,,,,,,
2026-01-17,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,17 813,11,23,2,4 386,1,1,,,,,,,,,,,
2026-01-18,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,513 534,738,1 319,174,93 398,120,54,,,,,,,,,,,
2026-01-18,Allons pour le permis en 2026,09/01,16/04,98,415 424,569,1 087,129,71 311,82,47,,,,,,,,,,,
2026-01-18,#CapCut,01/01,16/02,47,247 753,308,894,129,34 334,78,51,,,,,,,,,,,
2026-01-18,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,236 103,291,607,85,72 865,62,23,,,,,,,,,,,
2026-01-18,_001,04/01,03/04,93,139 181,155,300,62,26 243,43,19,,,,,,,,,,,
2026-01-18,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,107 229,145,399,36,28 695,23,13,,,,,,,,,,,
2026-01-18,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,99 905,124,274,29,24 611,21,8,,,,,,,,,,,
2026-01-18,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,52 584,64,141,23,9 066,14,9,,,,,,,,,,,
2026-01-18,7592953639335034888,09/01,03/02,26,51 903,52,115,13,10 210,8,5,,,,,,,,,,,
2026-01-18,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,20 316,14,43,6,4 894,5,1,,,,,,,,,,,
2026-01-18,@Ornikar #ornikar,09/01,13/02,36,8 315,12,21,0,1 372,0,0,,,,,,,,,,,
2026-01-19,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,462 797,692,1 180,131,83 906,91,40,,,,,,,,,,,
2026-01-19,Allons pour le permis en 2026,09/01,16/04,98,359 369,512,1 014,123,60 569,80,43,,,,,,,,,,,
2026-01-19,#CapCut,01/01,16/02,47,255 425,337,914,121,36 860,73,48,,,,,,,,,,,
2026-01-19,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,250 918,301,632,93,75 351,66,27,,,,,,,,,,,
2026-01-19,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,131 277,170,349,41,32 520,28,13,,,,,,,,,,,
2026-01-19,_001,04/01,03/04,93,144 017,168,320,53,29 626,36,17,,,,,,,,,,,
2026-01-19,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,96 834,135,348,18,24 502,13,5,,,,,,,,,,,
2026-01-19,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,79 799,84,213,26,12 267,16,10,,,,,,,,,,,
2026-01-19,7592953639335034888,09/01,03/02,26,58 387,81,166,37,11 313,24,13,,,,,,,,,,,
2026-01-19,@Ornikar #ornikar,09/01,13/02,36,17 411,27,39,3,3 137,2,1,,,,,,,,,,,
2026-01-19,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,17 930,21,37,6,4 057,4,2,,,,,,,,,,,
2026-01-20,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,338 276,480,887,150,107 439,102,48,,,,,,,,,,,
2026-01-20,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,255 148,421,624,93,46 465,57,36,,,,,,,,,,,
2026-01-20,Allons pour le permis en 2026,09/01,16/04,98,268 961,411,810,106,47 384,65,41,,,,,,,,,,,
2026-01-20,#CapCut,01/01,16/02,47,157 053,238,542,79,24 777,49,30,,,,,,,,,,,
2026-01-20,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,142 091,206,345,28,36 324,23,5,,,,,,,,,,,
2026-01-20,En 2026 passe ton permis avec Ornikar ! En ce moment il y’a jusqu’à -140 euros sur le permis ! 🚗 #permisdeconduire #ornikar,20/01,22/01,3,114 847,157,242,17,13 705,10,7,,,,,,,,,,,
2026-01-20,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,81 848,129,244,29,20 592,20,9,,,,,,,,,,,
2026-01-20,7592953639335034888,09/01,03/02,26,88 102,110,252,31,18 249,23,8,,,,,,,,,,,
2026-01-20,_001,04/01,03/04,93,78 409,99,186,34,15 335,23,11,,,,,,,,,,,
2026-01-20,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,47 565,60,151,35,9 702,23,12,,,,,,,,,,,
2026-01-20,@Ornikar #ornikar,09/01,13/02,36,14 043,24,36,4,2 576,3,1,,,,,,,,,,,
2026-01-20,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,13 527,13,27,2,3 319,2,0,,,,,,,,,,,
2026-01-20,#ornikar#permis,20/01,22/01,3,7 891,12,21,2,1 266,1,1,,,,,,,,,,,
2026-01-21,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,396 463,540,1 064,157,118 173,105,52,,,,,,,,,,,
2026-01-21,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,209 520,328,536,84,37 620,53,31,,,,,,,,,,,
2026-01-21,Allons pour le permis en 2026,09/01,16/04,98,223 798,292,584,77,42 688,50,27,,,,,,,,,,,
2026-01-21,#CapCut,01/01,16/02,47,140 962,207,562,57,20 743,33,24,,,,,,,,,,,
2026-01-21,7592953639335034888,09/01,03/02,26,108 898,151,327,41,20 961,26,15,,,,,,,,,,,
2026-01-21,_001,04/01,03/04,93,79 480,92,185,26,13 753,20,6,,,,,,,,,,,
2026-01-21,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,54 672,84,158,18,13 619,12,6,,,,,,,,,,,
2026-01-21,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,46 785,66,122,21,12 337,14,7,,,,,,,,,,,
2026-01-21,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,39 655,62,128,28,7 917,20,8,,,,,,,,,,,
2026-01-21,En 2026 passe ton permis avec Ornikar ! En ce moment il y’a jusqu’à -140 euros sur le permis ! 🚗 #permisdeconduire #ornikar,20/01,22/01,3,27 778,42,59,7,3 644,5,2,,,,,,,,,,,
2026-01-21,@Ornikar #ornikar,09/01,13/02,36,7 684,13,23,2,1 333,1,1,,,,,,,,,,,
2026-01-21,#ornikar#permis,20/01,22/01,3,5 386,9,18,0,884,0,0,,,,,,,,,,,
2026-01-21,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,8 799,9,17,2,2 195,1,1,,,,,,,,,,,
2026-01-22,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,241 461,331,688,166,72 084,107,59,,,,,,,,,,,
2026-01-22,Allons pour le permis en 2026,09/01,16/04,98,125 881,146,285,57,24 652,40,17,,,,,,,,,,,
2026-01-22,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,81 091,124,173,33,14 343,22,11,,,,,,,,,,,
2026-01-22,7592953639335034888,09/01,03/02,26,79 201,121,242,46,14 765,28,18,,,,,,,,,,,
2026-01-22,#CapCut,01/01,16/02,47,58 254,94,265,59,10 157,36,23,,,,,,,,,,,
2026-01-22,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,55 553,79,131,43,12 666,27,16,,,,,,,,,,,
2026-01-22,_001,04/01,03/04,93,50 254,65,116,17,9 340,13,4,,,,,,,,,,,
2026-01-22,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,25 612,39,81,12,5 698,9,3,,,,,,,,,,,
2026-01-22,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,11 671,21,29,19,2 834,10,9,,,,,,,,,,,
2026-01-22,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,4 315,7,13,3,1 009,3,0,,,,,,,,,,,
2026-01-22,@Ornikar #ornikar,09/01,13/02,36,3 354,6,8,0,444,0,0,,,,,,,,,,,
2026-01-22,En 2026 passe ton permis avec Ornikar ! En ce moment il y’a jusqu’à -140 euros sur le permis ! 🚗 #permisdeconduire #ornikar,20/01,22/01,3,3 128,5,1,1,487,1,0,,,,,,,,,,,
2026-01-22,#ornikar#permis,20/01,22/01,3,135,0,0,0,27,0,0,,,,,,,,,,,
2026-01-23,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,331 179,364,759,140,94 958,101,39,,,,,,,,,,,
2026-01-23,Allons pour le permis en 2026,09/01,16/04,98,187 025,184,432,61,35 587,42,19,,,,,,,,,,,
2026-01-23,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,82 899,124,210,29,14 405,19,10,,,,,,,,,,,
2026-01-23,#CapCut,01/01,16/02,47,74 746,100,275,40,11 159,25,15,,,,,,,,,,,
2026-01-23,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,80 413,97,174,24,18 125,19,5,,,,,,,,,,,
2026-01-23,_001,04/01,03/04,93,44 401,65,122,22,8 316,18,4,,,,,,,,,,,
2026-01-23,7592953639335034888,09/01,03/02,26,53 025,63,111,21,9 372,14,7,,,,,,,,,,,
2026-01-23,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,35 651,48,120,10,8 112,7,3,,,,,,,,,,,
2026-01-23,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,23 883,28,70,10,5 164,5,5,,,,,,,,,,,
2026-01-23,@Ornikar #ornikar,09/01,13/02,36,9 382,14,25,4,1 176,2,2,,,,,,,,,,,
2026-01-23,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,5 807,9,12,3,1 220,1,2,,,,,,,,,,,
2026-01-23,7592940166902759442,23/01,11/02,20,9 616,2,5,4,2 159,3,1,,,,,,,,,,,
2026-01-23,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,184,0,0,2,38,1,1,,,,,,,,,,,
2026-01-24,Allons pour le permis en 2026,09/01,16/04,98,227 141,296,573,115,41 051,76,39,,,,,,,,,,,
2026-01-24,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,190 379,216,421,77,53 529,60,17,,,,,,,,,,,
2026-01-24,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,102 679,182,279,35,16 838,21,14,,,,,,,,,,,
2026-01-24,#CapCut,01/01,16/02,47,50 982,77,205,22,7 670,14,8,,,,,,,,,,,
2026-01-24,_001,04/01,03/04,93,51 927,66,134,20,9 391,15,5,,,,,,,,,,,
2026-01-24,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,44 671,61,120,22,9 454,14,8,,,,,,,,,,,
2026-01-24,7592953639335034888,09/01,03/02,26,38 523,61,104,19,6 259,12,7,,,,,,,,,,,
2026-01-24,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,34 513,53,110,15,7 698,11,4,,,,,,,,,,,
2026-01-24,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,23 524,40,86,30,5 161,17,13,,,,,,,,,,,
2026-01-24,@Ornikar #ornikar,09/01,13/02,36,7 873,14,24,4,973,2,2,,,,,,,,,,,
2026-01-24,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,7 181,13,18,3,1 500,2,1,,,,,,,,,,,
2026-01-24,7592940166902759442,23/01,11/02,20,3 712,3,8,0,801,0,0,,,,,,,,,,,
2026-01-24,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,146,0,1,2,28,1,1,,,,,,,,,,,
2026-01-25,Allons pour le permis en 2026,09/01,16/04,98,206 435,216,535,22,41 303,16,6,,,,,,,,,,,
2026-01-25,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,137 437,141,319,14,37 885,8,6,,,,,,,,,,,
2026-01-25,#CapCut,01/01,16/02,47,86 166,115,325,25,13 356,14,11,,,,,,,,,,,
2026-01-25,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,78 118,114,234,4,13 506,3,1,,,,,,,,,,,
2026-01-25,_001,04/01,03/04,93,49 054,71,138,11,11 863,9,2,,,,,,,,,,,
2026-01-25,7592953639335034888,09/01,03/02,26,36 746,44,97,1,6 017,1,0,,,,,,,,,,,
2026-01-25,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,10 254,36,35,4,1 907,4,0,,,,,,,,,,,
2026-01-25,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,17 797,25,71,3,4 695,2,1,,,,,,,,,,,
2026-01-25,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,11 525,17,30,1,2 572,0,1,,,,,,,,,,,
2026-01-25,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,5 125,7,13,0,1 257,0,0,,,,,,,,,,,
2026-01-25,@Ornikar #ornikar,09/01,13/02,36,3 072,5,10,0,408,0,0,,,,,,,,,,,
2026-01-25,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,240,1,1,0,33,0,0,,,,,,,,,,,
2026-01-25,7592940166902759442,23/01,11/02,20,320,0,0,0,86,0,0,,,,,,,,,,,
2026-01-26,Allons pour le permis en 2026,09/01,16/04,98,279 441,476,905,159,54 702,100,59,,,,,,,,,,,
2026-01-26,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,115 356,252,293,64,20 533,45,19,,,,,,,,,,,
2026-01-26,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,146 366,201,409,75,40 914,54,21,,,,,,,,,,,
2026-01-26,7592953639335034888,09/01,03/02,26,36 901,66,96,15,6 562,9,6,,,,,,,,,,,
2026-01-26,_001,04/01,03/04,93,38 953,61,131,28,8 125,18,10,,,,,,,,,,,
2026-01-26,#CapCut,01/01,16/02,47,35 093,59,164,35,5 626,20,15,,,,,,,,,,,
2026-01-26,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,12 163,38,52,8,2 001,4,4,,,,,,,,,,,
2026-01-26,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,17 295,32,67,12,4 442,8,4,,,,,,,,,,,
2026-01-26,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,6 685,15,22,3,1 620,2,1,,,,,,,,,,,
2026-01-26,@Ornikar #ornikar,09/01,13/02,36,1 910,4,5,1,277,1,0,,,,,,,,,,,
2026-01-26,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,2 443,4,4,2,649,1,1,,,,,,,,,,,
2026-01-26,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,252,1,1,2,47,1,1,,,,,,,,,,,
2026-01-26,7592940166902759442,23/01,11/02,20,343,0,0,0,85,0,0,,,,,,,,,,,
2026-01-27,Allons pour le permis en 2026,09/01,16/04,98,122 107,156,290,73,26 849,51,22,,,,,,,,,,,
2026-01-27,#CapCut,01/01,16/02,47,77 856,130,324,69,13 419,42,27,,,,,,,,,,,
2026-01-27,Passe ton permis avec ORNIKAR @Ornikar,09/01,27/01,19,83 290,94,219,136,23 022,99,37,,,,,,,,,,,
2026-01-27,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,47 831,86,133,39,9 050,27,12,,,,,,,,,,,
2026-01-27,_001,04/01,03/04,93,48 227,63,140,27,8 892,20,7,,,,,,,,,,,
2026-01-27,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,22 948,29,79,36,3 846,23,13,,,,,,,,,,,
2026-01-27,7592953639335034888,09/01,03/02,26,20 137,19,46,11,4 057,7,4,,,,,,,,,,,
2026-01-27,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,11 967,19,48,7,3 258,5,2,,,,,,,,,,,
2026-01-27,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,9 307,13,20,18,2 186,12,6,,,,,,,,,,,
2026-01-27,@Ornikar #ornikar,09/01,13/02,36,3 396,6,11,4,430,2,2,,,,,,,,,,,
2026-01-27,@Ornikar #ornikar #collab #permisdeconduire,09/01,27/01,19,2 102,4,7,1,596,1,0,,,,,,,,,,,
2026-01-27,7592940166902759442,23/01,11/02,20,838,1,3,1,220,1,0,,,,,,,,,,,
2026-01-27,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,235,0,1,0,60,0,0,,,,,,,,,,,
2026-01-28,Allons pour le permis en 2026,09/01,16/04,98,171 298,219,503,115,29 512,77,38,,,,,,,,,,,
2026-01-28,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,82 679,108,203,68,15 232,48,20,,,,,,,,,,,
2026-01-28,#CapCut,01/01,16/02,47,50 328,78,204,28,8 371,19,9,,,,,,,,,,,
2026-01-28,_001,04/01,03/04,93,50 557,64,120,24,8 849,17,7,,,,,,,,,,,
2026-01-28,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,44 907,64,165,42,11 343,27,15,,,,,,,,,,,
2026-01-28,7592953639335034888,09/01,03/02,26,46 099,52,113,35,8 190,26,9,,,,,,,,,,,
2026-01-28,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,20 188,34,60,31,3 291,19,12,,,,,,,,,,,
2026-01-28,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,21 642,24,62,21,5 195,18,3,,,,,,,,,,,
2026-01-28,@Ornikar #ornikar,09/01,13/02,36,5 075,8,11,4,487,3,1,,,,,,,,,,,
2026-01-28,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,319,1,1,0,52,0,0,,,,,,,,,,,
2026-01-28,7592940166902759442,23/01,11/02,20,118,0,1,0,29,0,0,,,,,,,,,,,
2026-01-29,Allons pour le permis en 2026,09/01,16/04,98,131 120,159,363,105,24 663,70,35,,,,,,,,,,,
2026-01-29,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,99 978,147,244,85,18 911,57,28,,,,,,,,,,,
2026-01-29,_001,09/01,03/04,93,38 303,50,131,33,6 951,25,8,,,,,,,,,,,
2026-01-29,7592953639335034888,09/01,03/02,26,35 648,47,104,38,5 749,24,14,,,,,,,,,,,
2026-01-29,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,19 182,30,64,25,4 700,17,8,,,,,,,,,,,
2026-01-29,#CapCut,01/01,16/02,47,15 074,28,60,16,2 919,11,5,,,,,,,,,,,
2026-01-29,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,15 723,22,44,14,3 575,10,4,,,,,,,,,,,
2026-01-29,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,11 022,20,45,19,1 983,12,7,,,,,,,,,,,
2026-01-29,@Ornikar #ornikar,09/01,13/02,36,11 870,19,22,10,1 300,7,3,,,,,,,,,,,
2026-01-29,7600417503722799112,29/01,16/02,19,1 793,1,6,2,287,1,1,,,,,,,,,,,
2026-01-29,Ornikar c’est la base !,29/01,23/02,26,2 032,1,8,1,301,1,0,,,,,,,,,,,
2026-01-29,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,191,1,1,0,34,0,0,,,,,,,,,,,
2026-01-29,7592940166902759442,23/01,11/02,20,98,0,0,0,30,0,0,,,,,,,,,,,
2026-01-30,Allons pour le permis en 2026,09/01,16/04,98,122 616,135,259,67,24 256,47,20,,,,,,,,,,,
2026-01-30,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,53 058,76,138,35,9 940,27,8,,,,,,,,,,,
2026-01-30,7592953639335034888,09/01,03/02,26,47 957,57,127,35,7 429,25,10,,,,,,,,,,,
2026-01-30,_001,09/01,03/04,93,47 291,47,130,16,7 649,10,6,,,,,,,,,,,
2026-01-30,#CapCut,01/01,16/02,47,28 494,45,127,15,4 715,9,6,,,,,,,,,,,
2026-01-30,ornikar_promo-permis-de-conduire-ornikar_kuramax29_2026-01-05T18-49-48Z.mp4,30/01,05/02,7,22 518,39,60,18,4 386,14,4,,,,,,,,,,,
2026-01-30,Image carousel 5,30/01,13/05,104,69 643,37,155,29,0,22,7,,,,,,,,,,,
2026-01-30,Image carousel 6,30/01,11/06,133,32 260,25,73,19,0,13,6,,,,,,,,,,,
2026-01-30,Image carousel 1,30/01,04/05,95,18 928,23,54,13,0,9,4,,,,,,,,,,,
2026-01-30,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,14 923,22,53,14,3 525,9,5,,,,,,,,,,,
2026-01-30,@Ornikar #ornikar,09/01,13/02,36,12 934,19,26,10,1 399,7,3,,,,,,,,,,,
2026-01-30,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,14 545,18,32,13,3 273,9,4,,,,,,,,,,,
2026-01-30,chasr-rs-video-9-16-conduiteCPF-dorian-VraieQuestion-hook3.mp4,01/01,20/02,51,8 801,14,19,1,1 023,1,0,,,,,,,,,,,
2026-01-30,Alors c’est vraiment pas seulement pour la #collab j’attends mes résultats et je vous laisserai savoir dès que je les ai haha,01/01,15/04,105,7 976,13,14,8,1 661,6,2,,,,,,,,,,,
2026-01-30,Image carousel 3,30/01,04/05,95,12 750,11,37,4,0,3,1,,,,,,,,,,,
2026-01-30,7600417503722799112,29/01,16/02,19,10 244,9,61,9,1 605,7,2,,,,,,,,,,,
2026-01-30,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,2 940,7,6,1,554,1,0,,,,,,,,,,,
2026-01-30,Ornikar c’est la base !,29/01,23/02,26,4 631,3,10,5,586,3,2,,,,,,,,,,,
2026-01-30,Image carousel 4,30/01,13/05,104,3 369,3,8,0,0,0,0,,,,,,,,,,,
2026-01-30,Image carousel 7,30/01,11/06,133,3 477,2,5,0,0,0,0,,,,,,,,,,,
2026-01-30,Image carousel 2,30/01,17/03,47,5 316,2,7,4,0,3,1,,,,,,,,,,,
2026-01-30,Image carousel 8,30/01,09/02,11,3 340,1,6,1,0,1,0,,,,,,,,,,,
2026-01-30,ornikar_promo-permis-de-conduire-ornikar_lastarx29_2026-01-05T14-50-13Z.mp4,30/01,02/02,4,286,1,4,0,74,0,0,,,,,,,,,,,
2026-01-30,@Ornikar 💗 #code #codedelaroute #permis #ornikar #permisdeconduire,23/01,24/03,61,164,1,1,2,30,1,1,,,,,,,,,,,
2026-01-30,Image carousel 9,30/01,09/02,11,1 039,0,4,0,0,0,0,,,,,,,,,,,
2026-01-30,7592940166902759442,23/01,11/02,20,151,0,0,0,31,0,0,,,,,,,,,,,
2026-01-30,chasr-rs-video-9-16-conduiteCPF-dorian-ReponseArticle-hook2.mp4,01/01,20/02,51,39,0,0,0,7,0,0,,,,,,,,,,,
2026-01-31,Allons pour le permis en 2026,09/01,16/04,98,158 640,153,381,65,30 550,45,20,,,,,,,,,,,
2026-01-31,Et tout ça bien moins cher #permis#ornikar#,09/01,03/02,26,54 244,65,117,31,9 713,22,9,,,,,,,,,,,
2026-01-31,ornikar_promo-permis-de-conduire-ornikar_kuramax29_2026-01-05T18-49-48Z.mp4,30/01,05/02,7,42 493,65,107,16,6 657,11,5,,,,,,,,,,,
2026-01-31,_001,09/01,03/04,93,42 791,51,113,14,7 335,10,4,,,,,,,,,,,
2026-01-31,chasr-rs-video-9-16-conduite-leia-storytime-hook2.mp4,01/01,13/05,133,39 165,45,80,14,6 176,9,5,,,,,,,,,,,
2026-01-31,#CapCut,01/01,16/02,47,26 232,38,83,22,3 677,14,8,,,,,,,,,,,
2026-01-31,Meilleure astuce @Ornikar #ornikar #cpf #permisdeconduire #publicite,05/01,20/02,47,29 170,36,88,28,6 769,18,10,,,,,,,,,,,
2026-01-31,Image carousel 6,30/01,11/06,133,16 212,24,30,7,0,4,3,,,,,,,,,,,
2026-01-31,7592953639335034888,09/01,03/02,26,35 194,21,52,20,6 247,14,6,,,,,,,,,,,
2026-01-31,Image carousel 5,30/01,13/05,104,1 589,20,90,7,1,4,3,,,,,,,,,,,
2026-01-31,chasr-rs-video-9-16-conduiteCPF-dorian-VraieQuestion-hook3.mp4,01/01,20/02,51,10 911,16,19,12,1 248,7,5,,,,,,,,,,,
2026-01-31,#bonplan #permis #ornikar #conduite #code,05/01,05/06,152,15 165,16,48,16,3 392,11,5,,,,,,,,,,,
2026-01-31,@Ornikar #ornikar,09/01,13/02,36,11 805,14,31,11,1 180,8,3,,,,,,,,,,,
